ASV,PMAQ.R1.3,PMAQ.R1.4,PMAQ.R1.6,PMAQ.R1.10,PMAQ.R1.12,PMAQ.R1.15,PMAQ.R1.16,PMAQ.R1.17,PMAQ.R1.20,PMAQ.R1.26,PMAQ.R1.27,PMAQ.R1.30,PMAQ.R2.2,PMAQ.R2.3,PMAQ.R2.4,PMAQ.R2.5,PMAQ.R2.6,PMAQ.R2.7,PMAQ.R2.10,PMAQ.R2.12,PMAQ.R2.13,PMAQ.R2.14,PMAQ.R2.15,PMAQ.R2.16,PMAQ.R2.18,PMAQ.R2.19,PMAQ.R2.21,PMAQ.R2.22,PMAQ.R2.25,PMAQ.R2.27,PMAQ.R2.28,PMAQ.R2.29,PMAQ.R2.32,PMAQ.R2.35,PMAQ.R2.38,PWAJ.R1.1,PWAJ.R1.3,PWAJ.R1.4,PWAJ.R1.6,PWAJ.R1.7,PWAJ.R1.8,PWAJ.R1.10,PWAJ.R1.14,PWAJ.R1.16,PWAJ.R1.17,PWAJ.R1.19,PWAJ.R1.20,PWAJ.R1.22,PWAJ.R1.24,PWAJ.R1.26,PWAJ.R1.27,PWAJ.R1.28,PWAJ.R1.29,PWAJ.R1.30,PWAJ.R1.31,PWAJ.R1.33,PWAJ.R1.35,PWAJ.R1.37,PWAJ.R1.38,PWAJ.R1.39,PWAJ.R2.1,PWAJ.R2.2,PWAJ.R2.3,PWAJ.R2.4,PWAJ.R2.5,PWAJ.R2.7,PWAJ.R2.8,PWAJ.R2.9,PWAJ.R2.10,PWAJ.R2.11,PWAJ.R2.12,PWAJ.R2.13,PWAJ.R2.14,PWAJ.R2.15,PWAJ.R2.16,PWAJ.R2.17,PWAJ.R2.18,PWAJ.R2.19,PWAJ.R2.24,PWAJ.R2.25,PWAJ.R2.26,PWAJ.R2.27,PWAJ.R2.28,PWAJ.R2.29,PWAJ.R2.30,PWAJ.R3.1,PWAJ.R3.2,PWAJ.R3.3,PWAJ.R3.4,PWAJ.R3.6,PWAJ.R3.8,PWAJ.R3.9,PWAJ.R3.10,PWAJ.R3.11,PWAJ.R3.13,PWAJ.R3.17,PWAJ.R3.18,PWAJ.R3.21,PWAJ.R3.22,PWAJ.R3.23,PWAJ.R3.25,PWAJ.R3.27,PWAJ.R3.28,PWAJ.R3.29,PWAJ.R3.30,PYAN.R1.1,PYAN.R1.2,PYAN.R1.3,PYAN.R1.6,PYAN.R1.7,PYAN.R1.8,PYAN.R1.9,PYAN.R1.10,PYAN.R1.12,PYAN.R1.14,PYAN.R1.18,PYAN.R1.19,PYAN.R1.22,PYAN.R1.23,PYAN.R1.25,PYAN.R1.27,PYAN.R1.30,PYAN.R3.1,PYAN.R3.2,PYAN.R3.5,PYAN.R3.6,PYAN.R3.7,PYAN.R3.9,PYAN.R3.10,PYAN.R3.11,PYAN.R3.13,PYAN.R3.15,PYAN.R3.17,PYAN.R3.19,PYAN.R3.21,PYAN.R3.23,PYAN.R3.27,PYAN.R3.29,PYAN.R3.30,PKAU.R1.1,PKAU.R1.2,PKAU.R1.4,PKAU.R1.7,PKAU.R1.8,PKAU.R1.10,PKAU.R1.11,PKAU.R1.40,PKAU.R1.14,PKAU.R1.16,PKAU.R1.17,PKAU.R1.19,PKAU.R1.20,PKAU.R1.22,PKAU.R1.23,PKAU.R1.25,PKAU.R1.26,PKAU.R1.28,PKAU.R1.29,PKAU.R1.31,PKAU.R1.32,PKAU.R1.34,PKAU.R1.35,PKAU.R1.37,PKAU.R1.38,PKAU.R2.2,PKAU.R2.3,PKAU.R2.5,PKAU.R2.6,PKAU.R2.7,PKAU.R2.9,PKAU.R2.10,PKAU.R2.11,PKAU.R2.13,PKAU.R2.14,PKAU.R2.15,PKAU.R2.17,PKAU.R2.18,PKAU.R2.19,PKAU.R2.21,PKAU.R2.22,PKAU.R2.23,PKAU.R2.25,PKAU.R2.26,PKAU.R2.27,PKAU.R2.29,PKAU.R2.30,PKAU.R2.31,PKAU.R3.1,PKAU.R3.2,PKAU.R3.3,PKAU.R3.4,PKAU.R3.5,PKAU.R3.6,PKAU.R3.7,PKAU.R3.9,PKAU.R3.10,PKAU.R3.11,PKAU.R3.12,PKAU.R3.13,PKAU.R3.14,PKAU.R3.15,PKAU.R3.17,PKAU.R3.18,PKAU.R3.19,PKAU.R3.20,PKAU.R3.21,PKAU.R3.22,PKAU.R3.23,PKAU.R3.25,PKAU.R3.26,PKAU.R3.27,PKAU.R3.28,PDOG.R1.1,PDOG.R1.2,PDOG.R1.5,PDOG.R1.6,PDOG.R1.7,PDOG.R1.8,PDOG.R1.9,PDOG.R1.12,PDOG.R1.13,PDOG.R1.14,PDOG.R1.16,PDOG.R1.18,PDOG.R1.19,PDOG.R1.20,PDOG.R1.21,PDOG.R1.22,PDOG.R1.23,PDOG.R1.24,PDOG.R1.27,PDOG.R1.28,PDOG.R1.29,PDOG.R1.30,PDOG.R2.1,PDOG.R2.2,PDOG.R2.3,PDOG.R2.5,PDOG.R2.6,PDOG.R2.8,PDOG.R2.9,PDOG.R2.10,PDOG.R2.11,PDOG.R2.12,PDOG.R2.15,PDOG.R2.17,PDOG.R2.19,PDOG.R2.20,PDOG.R2.21,PDOG.R2.22,PDOG.R2.23,PDOG.R2.24,PDOG.R2.25,PDOG.R2.26,PDOG.R3.5,PDOG.R3.6,PDOG.R3.7,PDOG.R3.8,PDOG.R3.9,PDOG.R3.10,PDOG.R3.11,PDOG.R3.12,PDOG.R3.14,PDOG.R3.16,PDOG.R3.18,PDOG.R3.19,PDOG.R3.20,PDOG.R3.21,PDOG.R3.24,PDOG.R3.26,PDOG.R3.27,PDOG.R3.28,PDOG.R3.29,PDOG.R3.30,PFAR.R3.1,PFAR.R3.2,PFAR.R3.3,PFAR.R3.4,PFAR.R3.8,PFAR.R3.9,PFAR.R3.12,PFAR.R3.14,PFAR.R3.16,PFAR.R3.17,PFAR.R3.18,PFAR.R3.19,PFAR.R3.20,PFAR.R3.21,PFAR.R3.22,PFAR.R3.23,PFAR.R3.24,PFAR.R3.25,PFAR.R3.27,PFAR.R3.28,PFAR.R3.29,PFAR.R3.30
ASV0011,927,0,1379,3768,215,0,228,557,11,6956,3285,1903,776,0,7282,3260,4697,10028,2412,1199,1443,728,17529,805,19,1532,11026,11361,2910,475,1337,114,141,244,106,136,0,450,1692,261,0,2094,468,1374,649,1261,0,25,1009,0,494,6563,4182,0,0,2649,1018,3471,1251,2355,63,8892,1580,8822,522,491,4033,1065,0,4317,6491,344,613,2871,320,24,888,3956,246,0,3165,659,3684,1615,169,2568,0,10,4521,136,319,348,0,5617,2857,1767,427,1367,196,1466,184,1564,1780,112,0,263,505,236,31,227,717,131,4867,351,4200,257,269,113,286,0,3219,575,523,165,292,431,138,17,207,577,61,319,166,656,832,973,1541,1258,485,877,3159,4861,485,1784,56,505,307,7399,5007,174,6375,5546,147,6058,6059,2546,0,2522,2968,457,1425,1598,295,5,1162,99,272,169,456,5180,6093,160,12147,2101,1344,2048,363,970,1810,520,5067,607,606,67,208,508,51,305,813,128,662,356,118,597,8328,1318,862,2272,3,142,1955,1787,404,2260,1937,193,209,0,562,3091,172,112,1896,1570,73,237,2682,0,1401,0,79,0,392,342,274,0,4039,982,1578,367,0,62,943,66,1543,912,656,4345,3041,1480,623,11750,830,3314,1405,0,102,6932,4458,3515,2231,1800,1759,327,3470,2360,2108,0,1620,1756,1135,382,647,4846,0,926,2899,8379,2521,1871,333,126,2519,485,654,216,255,917,4288,1035,243,1676,194,261,4485,1833,4261,326,509,1120,836,178,3043,0,480,3061
ASV0012,22010,43035,8373,13491,24438,14970,4821,26145,17499,20311,16074,10391,7724,12495,26403,24135,34029,13081,9493,11546,14046,3387,17784,16548,9504,6170,18687,22968,6047,3958,4663,3123,3202,939,2042,1199,3043,7109,4170,6792,4097,2432,2462,2207,3042,2433,3095,2689,6603,1383,12561,39227,5648,6292,17117,3784,10266,3610,6765,5434,9789,4050,8642,4485,1030,2342,3331,2604,1907,3241,2385,1778,9616,11134,9774,3201,926,7488,16656,6521,5408,6146,12470,10665,9501,9870,11346,3526,6708,14149,21023,1585,7072,5905,9403,27523,19545,8784,9857,3895,21726,11887,12115,2358,8390,9296,6412,8423,9885,11179,15145,6953,12725,6786,6696,15615,9388,3639,4761,3345,24858,1271,6747,9387,11649,11817,6130,5090,2085,14184,6537,9053,5569,10152,15907,11721,2856,8924,4869,3991,7666,5537,347,7770,262,4431,839,3859,10887,1499,1894,5242,1976,2848,1110,1853,6568,3343,8314,1284,1133,2852,2159,0,105,1759,920,1111,492,1918,3919,756,2397,5687,3586,495,835,4580,1167,1178,1457,250,539,267,714,838,1323,5265,3032,6083,9534,19304,15024,4943,3421,4377,4968,5715,15096,9002,2999,239,9623,3684,2259,1765,5839,173,437,1472,1565,1064,79,122,749,869,258,626,0,246,670,843,511,340,554,263,242,474,229,594,3404,729,156,234,1598,74,0,0,57,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,395,649,262,129,217,20,915,127,96,727,620,251,842,122,738,346,149,1592,0,0,0,0,2412,43,36,67,741,745,3435,0,0,0,133,485,0,936,581,0,0,1017
ASV0013,9046,607,134,322,2146,625,303,0,3231,0,188,156,739,0,122,0,0,0,337,92,0,0,0,0,0,0,197,0,0,0,0,0,0,810,1057,0,0,0,0,0,0,0,0,77,239,68,0,203,0,0,171,0,0,0,371,0,0,1021,0,74,459,7208,481,0,2590,61,616,188,0,247,0,0,650,233,680,167,140,890,146,1038,138,157,0,1843,245,0,579,194,103,0,0,0,0,110,0,1134,0,117,0,65,0,348,632,0,0,4460,2185,6183,6706,6906,1874,3375,2281,513,5954,9882,3190,1863,571,5077,8832,1399,9772,5291,1218,475,8079,4389,5375,3520,1567,2478,3005,8162,443,3799,1596,136,7940,3604,2954,3029,3784,792,9421,2562,1707,2130,3099,3074,1302,2040,2171,4437,4493,674,3024,1371,4187,765,3522,2744,6987,0,10313,10677,8781,15479,16590,7025,20677,13950,10004,8423,830,10091,27546,14102,5011,20512,22958,20670,30696,35072,33776,21049,10715,3252,8387,6389,3533,2395,2347,5555,4801,1302,1925,312,10787,2090,6765,11982,5361,891,3363,3453,5152,5943,935,1670,3317,22632,19346,13624,15032,14021,10016,15417,15286,3337,11443,15451,14811,19161,14128,11919,14496,25533,10873,12429,13754,17369,11502,14371,13576,6875,27151,6042,3114,2990,407,1034,400,3153,3322,432,541,2118,6136,2246,5381,3561,3444,10733,7773,11533,10319,10296,16169,7436,14193,8436,5797,10066,8397,18308,17111,7898,14040,7867,20487,10762,8056,16667,1902,9731,0,355,13356,435,2407,13277,5804,9581,4999,0,23070,5462,8359,12009,5431,14478,16430,1290,7818,6373
ASV0014,2141,881,286,448,951,629,120,585,0,171,133,0,4195,77,81,0,657,152,845,0,0,359,112,0,592,0,303,543,1260,56,98,60,0,2915,511,105,284,0,193,0,194,289,110,207,270,208,161,429,293,415,514,324,67,255,0,0,98,794,191,70,556,5074,796,665,1791,392,473,311,888,100,419,327,908,1252,567,134,312,768,356,790,694,452,631,1042,1027,0,1213,176,119,469,0,68,71,66,136,1399,246,121,0,137,664,284,728,0,581,3949,2092,4465,3479,4928,1505,2468,1589,537,5072,4915,2346,1179,238,3165,4197,1438,4886,2607,469,230,3584,1813,2059,1148,970,1727,1400,4235,245,1857,947,85,3119,1816,1267,2389,2006,550,5637,1358,1071,1069,2201,1893,716,1167,1113,1748,2058,643,1156,757,2632,499,1851,1219,4345,0,5070,4717,4203,6855,7271,3484,9211,5732,4307,6408,319,4336,11926,12775,3339,11430,12568,11240,14647,16457,15152,9627,4078,2310,6058,5268,1967,1393,2802,3625,5806,2298,1954,312,6369,1464,4105,9383,7388,1786,2262,4608,4162,4013,679,535,4800,11775,27324,18390,24357,20956,16880,17023,14637,4824,12256,16408,20272,24492,16928,13913,21028,29360,9759,19466,11623,24845,11265,11977,23404,13955,13061,7412,2559,4041,378,818,409,3305,4822,2088,476,2427,8209,1031,10936,3819,4304,13624,19515,13481,21354,20960,26259,14607,18996,24487,13685,16522,17006,21329,14489,12628,13675,13456,20819,14274,12046,17846,19589,15676,4336,364,9283,6343,3011,11830,10045,10120,9058,9260,11868,3402,12992,11387,11954,11135,12978,2353,6748,20684
ASV0015,7043,2881,5177,2599,4662,1080,2937,10442,9321,1283,3452,1469,3327,2157,2231,743,5451,4440,4129,767,5470,22482,1047,1013,15858,14173,2405,8201,5080,2255,2875,354,512,1945,474,187,2852,673,8526,175,6731,4661,3155,9648,4543,5076,2494,6491,4062,7880,14227,27400,7954,7238,260,2290,2933,6062,5329,2742,12238,28144,5213,13834,10753,7953,6975,11523,10975,8325,32832,8586,13325,9569,8183,3692,12206,6426,24485,11520,6948,11411,21727,10768,20299,500,7720,8922,3865,1668,8774,3244,3274,11242,12180,7889,2489,9855,8518,4370,8377,10197,9529,10062,1639,19365,9428,21222,18435,7616,3426,4385,9184,3099,8573,4670,5268,6791,1389,4790,9759,5578,1928,680,1141,484,2968,3148,5830,3179,7969,2776,2895,1966,179,0,1448,0,1216,1986,0,646,1269,727,1176,6786,7263,3069,1761,7968,2107,2932,20160,8820,6253,13431,5166,14150,16920,13251,21737,8860,10419,89,792,305,1657,528,1691,0,328,4557,2193,304,1958,4982,2100,1429,221,2420,11557,107,1385,2296,977,897,1814,9602,1704,9606,5956,1086,1343,11360,6977,201,1718,2952,3485,1834,4828,2723,1245,58,3250,1011,2311,922,1643,3154,6705,2097,0,0,0,0,0,0,0,0,234,73,140,145,202,0,36,67,0,84,95,0,0,0,104,198,0,0,13,0,0,26,0,23,0,0,0,0,0,0,0,14,0,0,0,0,0,53,0,0,0,41,779,0,0,63,0,0,0,0,0,0,0,59,0,0,0,0,64,76,13,54,0,42,0,0,0,0,51,0,0,0,0,0,0,62
ASV0016,1938,763,262,450,863,564,126,504,0,88,123,0,3704,62,0,0,528,130,733,0,0,371,108,0,509,0,297,456,1135,55,0,46,0,2549,495,114,271,0,174,0,199,205,99,190,271,196,138,380,255,370,402,296,76,179,0,0,69,675,150,0,510,4489,713,571,1650,331,369,293,839,149,360,285,744,1077,464,129,277,718,317,756,570,368,593,981,940,0,1008,105,67,328,0,0,64,58,138,1403,222,107,0,78,576,247,569,0,467,3590,1879,4016,3066,4172,1528,2250,1383,437,4396,4387,2110,1093,233,2911,3874,1257,4375,2215,406,204,3283,1714,1930,1045,864,1582,1220,3679,205,1621,851,82,2691,1648,1201,2029,1775,467,4877,1155,903,928,2007,1598,581,1047,1024,1493,1748,597,1059,635,2400,443,1634,1154,3682,0,4410,4290,3593,6081,6320,3075,8057,5148,3758,5641,289,3774,10619,11448,2847,10274,10783,9779,12584,14948,13207,8105,3769,2052,5377,4456,1667,1273,2330,2982,5020,1968,1760,260,5700,1446,3834,8307,6451,1625,1977,3939,3823,3723,593,443,4372,10143,24564,16288,21063,18151,14863,14715,13666,4288,10786,15094,17673,20911,15038,12374,18292,25398,8554,16879,10485,22176,9607,11329,19876,11768,11348,6392,2164,3224,362,749,293,2920,4142,1824,475,2043,7287,846,9437,3314,3573,11497,17068,12487,18840,17337,23141,12684,16036,20836,11946,14051,15122,18929,12674,11688,11950,11370,18544,12318,10267,15149,17106,13217,3849,311,7957,5748,2537,10561,8880,8475,7903,7691,10670,2962,11448,10724,10413,9809,11359,2079,5575,17973
ASV0017,6180,2633,4448,2359,4108,1018,2672,9074,8452,1066,3186,1255,2984,1912,1957,718,4654,3956,3583,733,4674,19469,841,819,13353,12674,2193,7060,4499,1904,2529,334,443,1877,415,172,2551,562,7493,170,6031,4178,2678,8292,4122,4555,2097,5513,3671,6767,12411,24052,6998,6280,235,1926,2600,5509,4701,2441,10712,24628,4381,12006,9527,6785,5958,9785,9421,7504,27940,7605,11768,7968,7120,3161,11019,5729,21252,10153,6188,9871,18817,9562,18035,417,6688,7784,3533,1434,7640,2788,2769,10031,10560,7147,2177,8528,7406,3922,7790,8862,8450,8850,1423,17246,8203,18770,16447,6710,2977,3887,8050,2735,7430,3932,4897,6084,1255,4230,8611,5059,1678,554,991,455,2508,2776,5107,2865,6876,2300,2484,1702,163,0,1343,0,1131,1713,0,534,1101,611,953,5595,6311,2671,1730,7104,1934,2638,18184,7854,5380,11610,4757,11932,14562,11434,19219,7692,9248,0,743,248,1430,482,1460,0,241,4208,1928,247,1708,4395,1812,1154,188,2141,9855,63,1252,2146,863,887,1594,8272,1550,8423,5264,874,1149,9792,6196,155,1514,2745,3263,1728,4231,2386,1056,53,2861,862,2042,801,1445,2861,5870,1961,0,0,0,0,0,0,0,0,212,0,122,178,185,0,33,88,0,78,87,98,0,0,101,166,0,7,0,0,6,10,0,47,0,0,0,0,0,0,0,14,0,0,0,0,0,53,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,50,10,69,0,41,60,0,0,0,0,0,0,0,0,0,0,49
ASV0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,35,0,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,44,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,47,0,0,0,0,0,0,0,0,0,14
ASV0022,13,16,2146,7,0,0,28958,17,24,13,31,9,5,0,25,2,4,8,0,0,12,23,0,4,0,3400,3803,106,0,0,0,64,0,39,0,79,5,0,0,153,0,0,0,0,0,9,0,10,0,0,2885,2062,0,0,0,8924,0,0,0,0,0,0,7820,0,0,13094,0,5,0,502,0,8,0,92,780,0,0,592,745,0,0,11774,0,0,0,0,0,5238,43,0,0,0,4,284,0,0,13,0,5171,6020,0,329,0,8,6,2036,0,2696,0,0,0,0,0,6282,0,0,17,205,10613,164,0,73,1355,20868,0,12,0,0,9923,842,0,0,6537,0,808,113,0,947,1077,574,22123,262,29168,2115,77,3842,9884,66231,68018,0,0,7548,1214,3174,9225,26586,85010,6572,11,0,49,0,162,182,5237,245,0,0,0,0,0,3076,0,0,0,13,9,695,70762,0,13,941,3132,34,5,0,685,8,3681,15,27924,30803,4337,15,537,0,0,2321,8,3676,15,0,0,5,14965,16,3937,2817,9932,0,0,0,0,9515,0,229,0,0,0,0,0,0,0,0,0,0,0,0,9430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4022,0,0,0,0,0,0,0,0,0,721,0,0,0,0,1808,0,0,0,0,0,0,0,0,0,2914,0,28718,0,0,0,0,0,18324,17777,0,2049,171,0,0,51,60,105,0,4427,7112,787
ASV0023,0,51,0,50,83,0,61,267,0,71,135,0,0,0,0,0,0,0,0,0,0,0,0,0,237,97,0,114,0,0,0,0,0,51,0,0,0,0,0,0,0,70,0,0,0,0,0,82,0,0,0,101,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,109,0,61,0,0,0,134,96,0,79,0,52,93,0,0,0,0,0,0,0,0,0,37,0,0,0,0,63,0,0,57,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0024,0,59,69,47,50,0,0,248,0,64,91,0,0,0,0,0,0,0,0,0,0,0,0,0,174,50,0,95,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,51,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,126,87,0,95,0,0,87,0,0,0,0,0,0,0,0,0,28,0,0,0,0,44,0,0,82,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0025,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0027,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0030,0,78,20,75,45,0,0,0,0,17,66,0,0,32,75,48,30,0,0,23,0,46,0,13,0,44,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,0,0,0,32,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,23,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,28,0,0,0,38,0,0,0,0,0,0,22,0,0,0,0,14,0,0,0,0,0,0,0,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
